"PermisoId","NumeroPermiso","RazonSocial","Calle","CodigoPostal","Colonia","Latitud","Longitud","Regular","Premium","Diesel","FechaAplicacion"
"11385","PL/9975/EXP/ES/2015","MARGARITA SOLIS MU¬IZ","CARRETERA ALDAMA KM 10.5","31380","EX EJIDO TABALAOPA","28.68087","-106.0024","16.12","18.08","17.39",""
"11386","PL/9976/EXP/ES/2015","SERVICIOS LA VIRGEN  S.A. DE C.V.","AUT MEXICO QUERETARO TRAMO PALMILLAS QR KM 175.32","76700"," EL SAUZ BAJO","20.46232","-100.0988","16.02","17.79","17.09",""
"11387","PL/9977/EXP/ES/2015","AUTOSERVICIO QUERETANO  S.A. DE C.V.","ANILLO VIAL FRAY JUNIPERO SERRA KM 10.91 # 10900","76159"," FRACCIONAMIENTO LA CIMA","20.65376","-100.3441","16.02","17.79","17.09",""
"11388","PL/9978/EXP/ES/2015","SERVICIO VILLANUEVA S.A. DE C.V.","PROLONGACION ALLENDE # 92","99542"," Pamanes Escobedo ","22.36256","-102.8845","16.11","17.9","17.18",""
"11389","PL/9979/EXP/ES/2015","CARBURANTES EL CARRIZO  S.A. DE C.V.","AVENIDA REVOLUCION 1401 N ","88120","BUENAVISTA","27.51252","-99.55907","16.03","17.8","",""
"11390","PL/9980/EXP/ES/2015","SERVICIO RG  S.A. DE C.V.","AV. TECNOLOGICO NO. 11596","31109","COMPLEJO INDUSTRIAL","28.72277","-106.143","16.12","18.08","17.39",""
"11391","PL/9981/EXP/ES/2015","MIGUEL DARIO MIRANDA CORDERO","CARRET. LIBRE TIJUANA-TECATE NO. 4862","22237"," EL FLORIDO","32.46336","-116.8113","16.04","17.81","17.16",""
"11392","PL/9982/EXP/ES/2015","OPERADORA ADCLA S.A. DE C.V.","CIRCUITO JIMENEZ CANTU NO. 28-A MZNA 5  LT 6","52977","LOMAS DE ATIZAPAN","19.54499","-99.27259","16.27","18.14","17.01","1/25/2017 1:45:00 PM"
"11393","PL/9983/EXP/ES/2015","GASOLINERA LAS TRUCHAS  SA DE CV","KM. 6 LIBRAMIENTO LA ORILLA-SICARTSA","60950","AMPLIACION  INDEPENDENCIA","17.95762","-102.2159","15.91","17.67","16.98","1/30/2017 12:15:00 AM"
"11394","PL/9984/EXP/ES/2015","SERVICIOS GASOLINEROS DE MEXICO  S.A. DE C.V.","AV. CERRO DEL SOMBRERETE 1130","76147","PUERTA DE BELEN","20.64242","-100.4155","16.02","17.79","17.09",""
"11395","PL/9985/EXP/ES/2015","COMBUSTIBLES PLATANITO  S.A. DE C.V.","CARRETERA GUADALAJARA-CHAPALA KM.23 NO. 2300","45850"," El Llano","20.44519","-103.2458","16.53","18.41","17.26",""
"11396","PL/10005/EXP/ES/2015","GASOIL TECNOLOGIAS  S.A.P.I. DE C.V.","5 DE MAYO #172","93660","S/C","19.80131","-97.30963","15.71","17.48","",""
"11397","PL/10006/EXP/ES/2015","GASOIL TECNOLOGIAS S.A. P.I DE C.V.","AV. RAFAEL CUERVO 1450  ESQ. COSTA DE MARFIL","91800","ASTILLEROS","0","0","15.33","17.11","16.41",""
"11398","PL/10007/EXP/ES/2015","ICVER S.A. DE C.V.","PROLONGACION DE LA CALLE 5 NORTE NO. 616","0","EX HACIENDA LAS ANIMAS","18.90649","-96.99704","15.62","17.39","16.69",""
"11399","PL/10008/EXP/ES/2015","HIDROSINA PLUS  S.A. DE C.V.","BOULEVARD DIAZ ORDAZ NO. 182","30740","COAPANTE","14.9037","-92.247","15.95","17.72","",""
"11400","PL/10017/EXP/ES/2015","SERVICIO PEDREGAL DEL GOLFO  S.A. DE C.V.","CARRETERA HUIMANGUILLO RAUDALES KM. 25.5","86442"," AMACOHITE 1A. SECCION","17.62291","-93.50216","15.56","17.34","16.63",""
"11401","PL/10011/EXP/ES/2015","ESTACIONES GARE  SA DE CV","AV FRANCISCO I MADERO CON PONIENTE 5 S/N","88900","ZONA CENTRO","25.98719","-98.11093","15.8","","",""
"11402","PL/10012/EXP/ES/2015","MARTHA PATRICIA VARGAS VEGA","PROL JUAREZ N S/N","38470","CENTRO","20.37656","-101.0561","16.09","17.86","17.16",""
"11403","PL/10014/EXP/ES/2015","HOYO TRES  S. A. DE C. V.","CARRETERA FEDERAL 307 KM 250 MZA. 27 LT 14","77780","TULUM","20.35966","-87.3427","15.9","17.67","16.97",""
"11404","PL/10013/EXP/ES/2015","MARIA GABRIELA VARGAS VEGA","MANUEL AVILA CAMACHO # 100","38470","LAZARO CARDENAS","20.37403","-101.082","16.09","","17.16",""
"11405","PL/10015/EXP/ES/2015","SERVICIOS DIVERSOS DEL CENTRO  S.A. DE C.V.","ORIENTE 5 # 101 ESQ. EJE NORTE-SUR","38010","CIUDAD INDUSTRIAL","20.54821","-100.8037","16.09","17.86","17.16",""
"11406","PL/10016/EXP/ES/2015","GASOLINERA MEOQUI  SA DE CV","AUTOPISTA JIMENEZ-CHIHUAHUA KM 149+600","33130"," SC","28.28978","-105.4936","16.12","18.08","17.39",""
"11407","PL/10018/EXP/ES/2015","SUPER SERVICIO CHIGNAUTLA  S.A. DE C.V.","CARRT. FED. TEZIUTLAN-ZARAGOZA  KM 3","73950","CHIGNAUTLA","19.8121","-97.38714","","18.36","","1/28/2017 2:57:00 PM"
"11407","PL/10018/EXP/ES/2015","SUPER SERVICIO CHIGNAUTLA  S.A. DE C.V.","CARRT. FED. TEZIUTLAN-ZARAGOZA  KM 3","73950","CHIGNAUTLA","19.8121","-97.38714","","","17.66","1/28/2017 2:58:00 PM"
"11407","PL/10018/EXP/ES/2015","SUPER SERVICIO CHIGNAUTLA  S.A. DE C.V.","CARRT. FED. TEZIUTLAN-ZARAGOZA  KM 3","73950","CHIGNAUTLA","19.8121","-97.38714","16.59","","","1/28/2017 2:59:00 PM"
"11408","PL/10009/EXP/ES/2015","COMBUSTIBLES MAPA  S.A. DE C.V.","CRUCERO CUATRO CAMINOS S/N.  CARRT. LISA ATENTIQUE","49800"," SIN COLONIA","19.53184","-103.4203","16.4","18.17","17.49",""
"11409","PL/10010/EXP/ES/2015","ENERGETICOS DE TUXPAN  S.A. DE C.V.","KM.12 CARR. ATENQUIQUE TAMAZULA","49800"," SIN COLONIA","19.55496","-103.3895","16.4","18.17","17.49",""
"11410","PL/10019/EXP/ES/2015","SERVICIO STA  EUGENIA S.A DE C.V.","FRANCISCO I MADERO PONIENTE NO.9570","58336","SAN JOSÉ ITZICUARO","19.68798","-101.3011","16.14","17.91","17.21",""
"11411","PL/10020/EXP/ES/2015","SERVICIOS GASOLINEROS DE MEXICO  S.A. DE C.V.","CARRETERA MONTERREY-NUEVO LAREDO NO. 8455","88277","MODULO INDUSTRIAL AMERICA","27.42132","-99.5336","16.03","17.8","17.1",""
"11412","PL/10021/EXP/ES/2015","SERVICIOS GASOLINEROS DE MEXICO  SA DE CV","BLVD. MIGUEL DE LA MADRID # 3900","67110","JARDINES DE SAN RAFAEL","25.69357","-100.2139","16.31","18.19","17.03",""
"11413","PL/10022/EXP/ES/2015","SERVICIO MONTANAS DEL SUR  S.A. DE C.V.","CARRT. FEDERAL CHILPANCINGO-TLAPA KM 55","41100","XAXALA","17.59403","-99.16317","16.59","18.36","17.66","1/18/2017 9:30:00 PM"
"11414","PL/10023/EXP/ES/2015","SERVICIO MONTANAS DEL SUR S.A. DE C.V.","CARRETERA CHILAPA-ACATLAN KM.1","41105","VALLE DORADO","17.60546","-99.17475","16.59","18.36","","1/18/2017 9:33:00 PM"
"11415","PL/10024/EXP/ES/2015","SERVICIO MONTANAS DEL SUR  S.A. DE C.V.","CARRETERA NACIONAL  ACAPULCO - PINOTEPA NACIONAL KM. 28.6","39932","CERRO DE PIEDRA","16.78118","-99.63666","15.89","17.65","16.96","1/18/2017 9:36:00 PM"
"11416","PL/10030/EXP/ES/2015","SERVICIOS GASOLINEROS SAN CARLOS S.A. DE C.V.","AUTOPISTA MEXICO-ACAPULCO KM. 85.5","62320","SN ANTONIO BARONA","18.95421","-99.1945","15.93","17.7","17",""
"11417","PL/10025/EXP/ES/2015","SERVICIO SAN MATIAS  S.A. DE C.V.","AVENIDA MEXICO-PUEBLA NO.1710","72700","SC","19.10791","-98.27732","15.78","17.55","16.85","1/14/2017 1:20:00 PM"
"11418","PL/10026/EXP/ES/2015","SERVICIO SIGMA  S. A. DE C. V.","CARRETERA AL LEDON KM. 32","21700","DELEGACION DELTA DEL EJIDO OAXACA","32.35653","-115.1896","16.17","","",""
"11419","PL/10027/EXP/ES/2015","SERVICIO SIGMA  S. A. DE C. V.","CALLE GRANADA Y AV. SEVILLA N0. 2269","21350","CONJUNTO URBANO ESPERANZA","32.60983","-115.4627","16.17","17.95","",""
"11420","PL/10028/EXP/ES/2015","ESTACION DE SERVICIOS LA MIXTEQUILLA  S.A.DE C.V.","AV MIGUEL ALEMAN NO.970","95240","CENTRO","18.72145","-95.98717","16.1","17.87","17.17",""
"11421","PL/10029/EXP/ES/2015","GUTIERREZ JIMENEZ JORGE","AUTOPISTA PIRAMIDES-TULANCINGO NORTE # 261","43780"," LOS AUTOS","19.9736","-98.5238","15.79","17.56","16.89",""
"11422","PL/10031/EXP/ES/2015","AUTO GAS DE MONCLOVA SA DE CV","ILDEFONSO FUENTES 100","25700","ZONA CENTRO","26.90775","-101.421","16.03","17.8","","1/15/2017 12:00:00 AM"
"11423","PL/10033/EXP/ES/2015","SALVADOR TANOS KURI","CARRETERA 82 Y BRECHA 122","87504","OLIMPICA","25.66648","-97.79624","15.8","17.46","16.95","1/29/2017 11:59:00 PM"
"11424","PL/10032/EXP/ES/2015","CORDOVA MORAN DANAE ALCESTES LAVINIA","CARRT. FED. TLAPA-TECOMATLAN KM 38","41203","BARRIO DEL ROSARIO","17.80547","-98.55925","","","16.96","1/12/2017 5:25:00 PM"
"11424","PL/10032/EXP/ES/2015","CORDOVA MORAN DANAE ALCESTES LAVINIA","CARRT. FED. TLAPA-TECOMATLAN KM 38","41203","BARRIO DEL ROSARIO","17.80547","-98.55925","","17.65","","1/12/2017 5:30:00 PM"
"11424","PL/10032/EXP/ES/2015","CORDOVA MORAN DANAE ALCESTES LAVINIA","CARRT. FED. TLAPA-TECOMATLAN KM 38","41203","BARRIO DEL ROSARIO","17.80547","-98.55925","15.89","","","1/12/2017 5:31:00 PM"
"11425","PL/10034/EXP/ES/2015","GASSIL  S.A DE C.V.","CALZADA LAZARO CARDENAS NO. 1738","21960"," CUERVOS","32.63555","-114.8504","16.17","","17.29",""
"11426","PL/10035/EXP/ES/2015","TERAN PARRA MIGUEL ANGEL","AV. SONORA Y CALLE GRAL ANAYA","84600","LA LOMA","30.54536","-111.1136","16.23","18.1","17.42",""
"11427","PL/10040/EXP/ES/2015","FRAGOSO LUNA JOSE BENJAMIN","16 DE SEPTIEMBRE E IGNACIO ZARAGOZA LOTE1","95980","BARRIO CRUZ VERDE","18.02826","-94.68028","","","16.52","1/12/2017 6:15:00 PM"
"11427","PL/10040/EXP/ES/2015","FRAGOSO LUNA JOSE BENJAMIN","16 DE SEPTIEMBRE E IGNACIO ZARAGOZA LOTE1","95980","BARRIO CRUZ VERDE","18.02826","-94.68028","15.45","","","1/12/2017 6:20:00 PM"
"11427","PL/10040/EXP/ES/2015","FRAGOSO LUNA JOSE BENJAMIN","16 DE SEPTIEMBRE E IGNACIO ZARAGOZA LOTE1","95980","BARRIO CRUZ VERDE","18.02826","-94.68028","","17.22","","1/12/2017 6:25:00 PM"
"11428","PL/10038/EXP/ES/2015","MAYRA Y GISSEL  S.A. DE C.V.","AV. NORBERTO LOPEZ AVELAR # 12","62805","XOCHICALCO","18.88581","-98.73369","15.88","17.65","16.95",""
"11429","PL/10036/EXP/ES/2015","SERVICIO SAN JOSE KUCHE  S. A. DE C. V.","CALLE 22 NO. 381","97345","S/C","21.0577","-89.53171","15.34","17.11","16.41","1/18/2017 11:00:00 AM"
"11430","PL/10037/EXP/ES/2015","GAS NUEVO MILENIO  S.A. DE C.V.","MOLINERO NO. 101","67300","EL FAISÁN","25.50925","-100.1956","16.23","18.11","",""
"11431","PL/10039/EXP/ES/2015","EDARSI  S.A. DE C.V.","CARR. TUXPAN-TAMPICO KM 142+269.5","92080"," NA","21.79868","-97.77251","15.37","17.14","16.44",""
"11432","PL/10041/EXP/ES/2015","NANCY MARTINEZ GONZALEZ","LA VAQUERIA NO. 3","91615","CENTRO","19.39169","-96.97816","15.59","17.36","16.66",""
"11433","PL/10042/EXP/ES/2015","SERVICIO SAN SALVADOR  SA DE CV","KM. 10 CARRT. SAN MARTIN-EL VERDE","74130","Sin Colonia","19.26545","-98.51459","15.78","","16.85",""
"11434","PL/10043/EXP/ES/2015","SESGAS S.A. DE C.V.","CARRETERA CORDOBA-CARDEL TRAMO FORTIN-CONEJOS KM 19+787","94140"," PUNTO DENOMINADO TETLALPA S/N","0","0","15.62","17.39","16.69","1/13/2017 2:30:00 PM"
"11435","PL/10052/EXP/ES/2015","ES SAN GABRIEL S.A. DE C.V.","EUGENIO AGUIRRE BENAVIDES S/N","88179","EJIDO LA SANDIA","27.46814","-99.5657","16.03","17.8","17.1","1/26/2017 3:14:00 PM"
"11436","PL/10049/EXP/ES/2015","HORIZONTE ENERGETICO  S.A. DE C.V.","BOULEVARD CUAUTLA V. DE AYALA S/N","62709","POBLADO DE ANENECUILCO","18.79492","-98.97215","15.88","17.65","16.95","1/5/2017 11:51:00 AM"
"11437","PL/10050/EXP/ES/2015","LUIS ESTEBAN LOPEZ CISNEROS","AVENIDA AMERICA NO. 1194","38823","MODELO","20.12552","-101.1807","16.14","17.91","17.21",""
"11438","PL/10051/EXP/ES/2015","ESTACION DE SERVICIO RUSVI  SA DE CV","AV. LOMAS DEL VALLE   430  LOCAL 1-7","66256","LOMAS DEL VALLE","15.73297","-96.47381","15.74","17.51","16.81",""
"11439","PL/10044/EXP/ES/2015","COMBUSTIBLES DE CHALCO  S.A. DE C.V.","CUAUHTEMOC Y REFORMA","56600","CHALCO CENTRO","19.26069","-98.89622","16.32","","17.06",""
"11440","PL/10045/EXP/ES/2015","SERVICIO CERANO  S.A. DE C.V.","KM. 2 CARRETERA A YURIRIA CERANO","38940","Sin Colonia","20.12178","-101.3723","","","17.22","1/20/2017 11:08:00 AM"
"11440","PL/10045/EXP/ES/2015","SERVICIO CERANO  S.A. DE C.V.","KM. 2 CARRETERA A YURIRIA CERANO","38940","Sin Colonia","20.12178","-101.3723","16.14","","","1/20/2017 11:10:00 AM"
"11440","PL/10045/EXP/ES/2015","SERVICIO CERANO  S.A. DE C.V.","KM. 2 CARRETERA A YURIRIA CERANO","38940","Sin Colonia","20.12178","-101.3723","","17.92","","1/20/2017 11:12:00 AM"
"11441","PL/10046/EXP/ES/2015","SERVICIO TOPIA  S.A. DE C.V.","CALLE HIDALGO 86 ","34540","Sin Colonia","25.21429","-106.5721","","","17.28","1/30/2017 3:32:00 PM"
"11441","PL/10046/EXP/ES/2015","SERVICIO TOPIA  S.A. DE C.V.","CALLE HIDALGO 86 ","34540","Sin Colonia","25.21429","-106.5721","16.27","","","1/30/2017 3:35:00 PM"
"11442","PL/10047/EXP/ES/2015","SERVICIO PAR VIAL  S.A. DE C.V.","AVENIDA EMILIANO ZAPATA NO. 121","62563","LOS PINOS","18.88836","-99.1847","15.93","17.7","17",""
"11443","PL/10048/EXP/ES/2015","SERVICIO GLORIETA SAN FERNANDO  SA DE CV","CALLE  60 NO.  338 J    X 58 A Y 27","97050","ALCALA MARTIN","20.9881","-89.61961","15.42","17.19","",""
"11444","PL/10053/EXP/ES/2015","OPERADORA DE COMBUSTIBLE XOLOX  S.A. DE C.V.","NUEVO MEXICO S/N","55757","SAN LUCAS XOLOX","19.77316","-98.99641","16.32","18.2","17.07",""
"11445","PL/10054/EXP/ES/2015","SERVICIO GUIPOLLALI  S.A. DE C.V.","GALEANA NO. 32","51760","BARRIO LA CRUZ","18.96653","-99.64202","15.97","17.74","",""
"11446","PL/10055/EXP/ES/2015","GRUPO ALDAMA  SA DE CV","PROLONGACION CONSTITUCION S/N","98300","CENTRO","24.28553","-103.4406","16.4","18.17","17.49","1/5/2017 11:20:00 PM"
"11447","PL/10056/EXP/ES/2015","CARLOS MORALES PEREZ","CALLE ALTAMIRANO No. 108","98300","CENTRO","24.28975","-103.3971","16.4","18.17","17.49","1/5/2017 11:12:00 PM"
"11448","PL/10057/EXP/ES/2015","CARLOS MORALES PEREZ","LIBRAMIENTO 330  SUR ENTRE NICOLAS BRAVO Y LEONA VICARIO","35800"," CENTRO","24.86854","-103.7059","16.4","18.17","17.49","1/5/2017 11:16:00 PM"
"11449","PL/10058/EXP/ES/2015","KEYAPAAL  S.A. DE C.V.","AV NEZAHUALCOYOTL 157","28300","ARMERIA","18.93461","-103.9706","15.95","17.71","17.02",""
"11450","PL/10059/EXP/ES/2015","SERVICIO SYC S.A. DE C.V.","BLVD. OSCAR FLORES NORTE NO. 514","33000","CENTRO","28.20065","-105.4713","16.12","18.08","17.39",""
"11451","PL/10060/EXP/ES/2015","PETROLEOS Y COMBUSTIBLES DEL CABO  SA DE CV","CARRETERA TRANSPENINSULA KM. 36+400 SAN JOSE DEL CABO","23400"," SANTA ROSA","23.09428","-109.7089","16","17.76","17.07",""
"11452","PL/10061/EXP/ES/2015","SERVIECOLOGICOS  S.A. DE C.V.","KM.4.5 CARRETERA SANTA ROSA-LA BARCA #1515","45860"," EL SACRIFICIO","20.40594","-103.1901","16.53","18.41","17.26","1/16/2017 3:07:00 PM"
"11453","PL/10062/EXP/ES/2015","PETROLEOS Y COMBUSTIBLES DEL CABO  SA DE CV","PROLONGACION CALLE ZARAGOZA S/N.","23400","CENTRO  SAN JOSE DEL CABO","23.06148","-109.7094","16","17.76","17.07",""
"11454","PL/10063/EXP/ES/2015","ESTACIONES GALAXY  S.A. DE C.V.","CARRETERA A SAN FELIPE NO. 199","21360","DIEZ DIVISION DOS","32.60459","-115.4357","","","0","1/1/1753 12:00:00 AM"
"11454","PL/10063/EXP/ES/2015","ESTACIONES GALAXY  S.A. DE C.V.","CARRETERA A SAN FELIPE NO. 199","21360","DIEZ DIVISION DOS","32.60459","-115.4357","16.17","17.95","","1/19/2017 11:59:00 PM"
"11455","PL/10064/EXP/ES/2015","ESTACION DE SERVICIO JILOTZINGO S.A. DE C.V.","CARRETERA JILOTZINGO TIZAYUCA KM. 1 ","55690","SAN ANTONIO","19.86676","-99.04546","15.83","17.6","16.92",""
"11456","PL/10065/EXP/ES/2015","QUMAR GASOLINERAS  S.A. DE C.V.","CARRETERA FEDERAL JOROBAS TULA KM. 10 ","42980"," PASEOS DE LA PRADERA","19.9142","-99.23881","15.83","17.6","16.92","1/13/2017 6:00:00 PM"
"11457","PL/10066/EXP/ES/2015","SERVICIO YAGUES  S.R.L.","CA SEGUNDA BENITO JUAREZ N 199","22000","ZONA CENTRO","32.53447","-117.0507","16.04","17.81","","1/18/2017 12:00:00 AM"
"11458","PL/10067/EXP/ES/2015","YUYO COMERCIAL  SA DE CV","ZARAGOZA  ESQ. PEDRO MENDEZ S/N","86690","CENTRO","18.06138","-93.18099","15.56","17.34","",""
"11459","PL/10068/EXP/ES/2015","MANUEL FRANCISCO TORRES NAVARRO","CA 5 DE MAYO N 204 NTE","99260","CENTRO","23.47933","-103.8827","16.4","","17.49",""
"11460","PL/10069/EXP/ES/2015","ESTACION HUEXOTITLA S.DE R.L DE C.V","CIRCUITO JUAN PABLO II NO.1717","72430","RIVERA DEL ATOYAC","19.03144","-98.22366","15.78","17.55","",""
"11461","PL/10070/EXP/ES/2015","GASOLNAT S.A DE C.V.","AV.18 DE NOVIEMBRE NO.2246","72300","JOAQUIN COLOMBRES","19.05175","-98.15479","15.78","17.55","16.85",""
"11462","PL/10071/EXP/ES/2015","SERVICIO LAS CUPULAS S.A DE C.V.","AUTOPISTA MEXICO-PUEBLA KM 102 MARGEN DERECHO","74169"," SANTA ANA XALMIMILULCO","19.21002","-98.35149","15.78","17.55","16.85",""
"11463","PL/10072/EXP/ES/2015","RZ CAPITAL S.A DE C.V.","53 SUR NO.902","72160"," AMPLIACIONREFORMA SUR","19.05941","-98.23562","15.78","17.55","16.85",""
"11464","PL/10073/EXP/ES/2015","PUEBLA AVANZA S.DE R.L DE C.V.","AUTOPISTA MEXICO-PUEBLA KM 100+ 400","74169"," SANTA ANA XALMIMILULCO","19.21996","-98.3619","15.78","17.55","16.85",""
"11465","PL/10074/EXP/ES/2015","MAS GAS DE APODACA  SA DE CV","BL CARLOS SALINAS DE GORTARI N 652","66600","VALLE DEL MEZQUITAL","25.74438","-100.2314","16.31","18.19","17.03","1/14/2017 1:00:00 PM"
"11466","PL/10075/EXP/ES/2015","SANCHEZ RODRIGUEZ JOSE LUIS","CARRT. CHINAMECA-TEPALCINGO # 15","62723","CHINAMECA","18.62763","-99.003","15.88","17.65","16.95","1/13/2017 9:53:00 AM"
"11467","PL/10076/EXP/ES/2015","EL NUEVO SERVICIO PROLONGACION REFORMA  S.A. DE C.V.","PROLONGACION REFORMA NO. 4105","72160","LA PAZ "B"","0","0","15.78","17.55","16.85",""
"11468","PL/10077/EXP/ES/2015","OPERADORA INTERGASOLINERAS  SA DE CV","CALLE VICENTE GUERRERO NO. 419 NORTE.","52140","BARRIO DE COAXUSTENCO","19.26405","-99.60115","15.97","17.74","17.04",""
"11469","PL/10078/EXP/ES/2015","OPERADORA INTERGASOLINERAS S.A. DE C.V.","AV. 5 DE MAYO NO. 34","54770","BARRIO TEPANQUIAHUAC","19.73519","-99.18304","","17.6","","1/11/2017 11:09:00 AM"
"11469","PL/10078/EXP/ES/2015","OPERADORA INTERGASOLINERAS S.A. DE C.V.","AV. 5 DE MAYO NO. 34","54770","BARRIO TEPANQUIAHUAC","19.73519","-99.18304","15.83","","16.92","1/11/2017 11:10:00 AM"
"11470","PL/10080/EXP/ES/2015","OPERADORA INTERGASOLINERAS  S.A. DE C.V.","AV. DE LAS PARTIDAS NO. 72","52000","FRACC. INDUSTRIAL LERMA","19.30093","-99.53442","15.97","17.74","17.04",""
"11471","PL/10079/EXP/ES/2015","HERSAN CORPORATIVO  S.A. DE C.V.","BLVD. LAZARO CARDENAS N0 1702","21379","RANCHO LA BODEGA","32.62451","-115.4111","16.17","17.95","","1/13/2017 11:59:00 PM"
"11472","PL/10090/EXP/ES/2015","FRANCISCO CARRANZA FAMANIA","CARRT.ESTACION BAMOA KM.4+500 POBLADO S.J.DE PALOS","81148","Sin Colonia","25.54686","-108.331","16.19","17.96","17.29",""
"11473","PL/10081/EXP/ES/2015","RAMON HERNANDEZ ANGEL","LIBRAMIENTO SUR # 6","47728","Sin Colonia","20.67326","-102.5791","16.53","18.41","17.26",""
"11474","PL/10082/EXP/ES/2015","HERSAN CORPORATIVO  S.A. DE C.V.","RIO MOCORINO ESQUINA IGNACIO LOPEZ RAYON NO. 1701","21290","INDEPENDENCIA","32.63439","-115.4344","16.17","17.95","","1/13/2017 11:59:00 PM"
"11475","PL/10083/EXP/ES/2015","HERSAN CORPORATIVO  S.A. DE C.V.","CALZADA HECTOR TERAN TERAN NO. 1598","21297","JOAQUIN MURRIETA","32.61306","-115.5017","16.17","17.95","","1/13/2017 11:59:00 PM"
"11476","PL/10084/EXP/ES/2015","NACIONAL DE COMBUSTIBLES Y LUBRICANTES  S.A. DE C.V.","AV. DURANGO S/N  ESQ. VERACRUZ","06140","CONDESA","19.41792","-99.17435","16.32","18.19","","1/13/2017 8:15:00 PM"
"11477","PL/10085/EXP/ES/2015","SERVICIO SAN PEDRO DE LOS SAUCES  SA DE CV","FRANCO GAONA #315","58880","CUITZILLO GRANDE","19.77545","-101.1326","16.14","17.91","17.21","1/17/2017 2:30:00 PM"
"11478","PL/10086/EXP/ES/2015","AUTO SERVICIO CASA MAGNA  S.A. DE C.V.","CALZADA ANAHUAC NUM. 1400","21354","VILLA RESIDENCIAL CASA MAGNA","32.59078","-115.476","16.17","17.95","",""
"11479","PL/10087/EXP/ES/2015","NACIONAL DE COMBUSTIBLES Y LUBRICANTES  S.A. DE C.V.","RICARDO FLORES MAGON NO. 226","06300","GUERRERO","19.45354","-99.15044","16.32","","","1/13/2017 8:06:00 PM"
"11480","PL/10088/EXP/ES/2015","AUTO SERVICIO CASA MAGNA  S.A. DE C.V.","CARRETERA ESTATAL MEXICALI - ALGODONES NO. 500","21600","ISLAS AGRARIAS "A"","32.61385","-115.3268","16.17","17.95","17.29",""
"11481","PL/10089/EXP/ES/2015","RAMIRO JIMENEZ CASTRO","CARRETERA SANTA ANA MAYA - PUERTO DE CABRAS Nº 2544  KM. 2.500","58900"," SIN COLONIA","19.99666","-100.993","16.14","","17.21",""
"11482","PL/10091/EXP/ES/2015","ESTACION DE SERVICIO PYOTR  S.A. DE C.V.","LOPEZ MATEOS NO. 1200","45645","SAN AGUSTIN DE LAS FLORES","20.53395","-103.4754","16.52","18.4","17.24","1/16/2017 3:20:00 PM"
"11483","PL/10093/EXP/ES/2015","GAS COMPANY  S. A. DE C. V.","CARRT FED MEXICO-VERACRUZ VIA JALAPA KM 17+900","75120","Sin Colonia","19.00189","-97.72188","15.78","17.55","16.85",""
"11484","PL/10092/EXP/ES/2015","ESTACION DE SERVICIO MARINA GUAYMENSE  SA DE CV","LOTE 6 Y 7  MANZANA H  SIN NUMERO","85486","PARQUE INDUSTRIAL PESQUERO RODOLFO SANCHEZ TABOADA","27.87804","-110.869","","","",""
"11485","PL/10094/EXP/ES/2015","GAS COMPANY  S. A. DE C. V.","CARRT. FED. MEXICO-VERACRUZ KM 17+600 VIA XALAPA","75120","Sin Colonia","18.9995","-97.7244","15.78","17.55","16.85",""
"11486","PL/10095/EXP/ES/2015","SUPER SERVICIO RIO BRAVO  S.A. DE C.V.","CARRETERA A MONTERREY KM. 207","88710","VALLE ALTO","26.06431","-98.34766","15.8","17.46","",""
"11487","PL/10096/EXP/ES/2015","SERVICIOS MERARID  S.A DE C.V.","BLVD. FRANCISCO LABASTIDA OCHOA  463","81460","DEL EVORA","25.46009","-108.0755","16.19","17.96","17.29","1/14/2017 1:50:00 PM"
"11488","PL/10097/EXP/ES/2015","SERVICIO TECHALUTA  SA DE CV","KM 44.5 CARRETERA  ACATLAN DE JUAREZ-CD. GUZMAN","49230","Sin Colonia","20.04685","-103.5536","16.52","18.4","17.24","1/12/2017 5:05:00 PM"
"11489","PL/10098/EXP/ES/2015","ESTACION DE SERVICIO GALERIAS  S.A. DE C.V.","LUDWIN VAN BEETHOVEN NO. 5503","45030","RESIDENCIAL LA ESTANCIA","20.66939","-103.4317","16.53","18.41","","1/16/2017 2:59:00 PM"
"11490","PL/10099/EXP/ES/2015","GRUPO GASDE S.A. DE C.V.","PLAN DE SAN LUIS Y CARRETERA S/N ","33131"," GRAL. LAZARO CARDENAS","28.38186","-105.6243","16.12","18.08","17.39",""
"11491","PL/10100/EXP/ES/2015","OPERADORA AVIACION  S.A. DE C.V.","AV.AVIACION NO.3700","45200","LA MOJONERA","20.73067","-103.4511","16.53","18.41","","1/16/2017 2:59:00 PM"
"11492","PL/10101/EXP/ES/2015","RIGUERO MACIAS Y SOCIOS  S.A. DE C.V.","AV. INSURGENTES NO. 1254 A","63157"," CIUDAD DEL VALLE","21.49262","-104.881","16.33","18.1","","1/16/2017 1:54:00 PM"
"11493","PL/10103/EXP/ES/2015","CENTRAL SAN AGUSTIN  S.A. DE C.V.","LOPEZ MATEOS SUR 6998","45650","SANTA ANITA","20.55863","-103.4635","16.52","18.4","17.24","1/16/2017 2:49:00 PM"
"11494","PL/10102/EXP/ES/2015","EUGENIO ALVAREZ GARCIA","CA 8 DE ENERO N S/N","58821","CENTRO","19.98736","-101.2704","16.14","17.91","17.21",""
